EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Southern Rocky Mountain Juniper Woodland and Savanna,Tr Southern Rocky Mountain Juniper Woodland and Savanna,Tree,Conifer,Juniper Woodland and Savanna,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,3476861
Willamette Valley Upland Prairie,Tr Willamette Valley Upland Prairie and Savanna,Herb,Grassland,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,47457
Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Shrub,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,49450760
Chihuahuan Gypsophilous Grassland and Steppe,He Chihuahuan Gypsophilous Grassland and Steppe,Herb,Grassland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,60686
Columbia Plateau Steppe and Grassland,He Columbia Plateau Steppe and Grassland,Herb,Grassland,Grassland and Steppe,SRM 106: Bluegrass Scabland,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,18843722
Columbia Plateau Low Sagebrush Steppe,Sh Columbia Plateau Low Sagebrush Steppe,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,23423551
Inter-Mountain Basins Big Sagebrush Steppe,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,150232407
Inter-Mountain Basins Montane Sagebrush Steppe,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,135533150
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,66093620
Northern California Coastal Scrub,Sh Northern California Coastal Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,596465
California Central Valley and Southern Coastal Grassland,He California Central Valley and Southern Coastal Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2823539
California Mesic Serpentine Grassland,He California Mesic Serpentine Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,8624
California Northern Coastal Grassland,He California Northern Coastal Grassland,Herb,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1024315
Central Mixedgrass Prairie Grassland,Sh Central Mixedgrass Prairie,Herb,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,100095542
Chihuahuan Sandy Plains Semi-Desert Grassland,He Chihuahuan Sandy Plains Semi-Desert Grassland,Herb,Grassland,Grassland,SRM 713: Grama-Muhly-Threeawn,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,195245
Columbia Basin Foothill and Canyon Dry Grassland,He Columbia Basin Foothill and Canyon Dry Grassland,Herb,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,9161793
Inter-Mountain Basins Semi-Desert Grassland,He Inter-Mountain Basins Semi-Desert Grassland,Herb,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,23037691
Mediterranean California Alpine Dry Tundra,He Mediterranean California Alpine Dry Tundra,Herb,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34181
Mediterranean California Subalpine Meadow,He Mediterranean California Subalpine Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1388759
North Pacific Montane Grassland,He North Pacific Montane Grassland,Herb,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,64769
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,25755539
Northern Rocky Mountain Subalpine-Upper Montane Grassland,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4295028
Northwestern Great Plains Mixedgrass Prairie,He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,238075346
Columbia Basin Palouse Prairie,He Columbia Basin Palouse Prairie,Herb,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,106116
Rocky Mountain Alpine Fell-Field,He Rocky Mountain Alpine Fell-Field,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,390963
Rocky Mountain Alpine Turf,He Rocky Mountain Alpine Turf,Herb,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2960661
Rocky Mountain Subalpine-Montane Mesic Meadow,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,10117724
Southern Rocky Mountain Montane-Subalpine Grassland,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,12757195
Western Great Plains Foothill and Piedmont Grassland,He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4546277
Western Great Plains Sand Prairie,He Western Great Plains Sand Prairie,Herb,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,65259153
Western Great Plains Shortgrass Prairie,He Western Great Plains Shortgrass Prairie,Herb,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,180645177
Western Great Plains Tallgrass Prairie,He Western Great Plains Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1085943
California Central Valley Riparian Woodland,Tr California Central Valley Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,357188
California Central Valley Riparian Shrubland,Tr California Central Valley Riparian Woodland and Shrubland,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,316226
Inter-Mountain Basins Greasewood Flat,Sh Inter-Mountain Basins Greasewood Flat,Shrub,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland,28514442
North Pacific Lowland Riparian Forest,Tr North Pacific Lowland Riparian Forest and Shrubland,Tree,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,5688563
North Pacific Lowland Riparian Shrubland,Tr North Pacific Lowland Riparian Forest and Shrubland,Shrub,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,764433
North Pacific Montane Riparian Woodland,Tr North Pacific Montane Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1673809
North Pacific Montane Riparian Shrubland,Tr North Pacific Montane Riparian Woodland and Shrubland,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82833
Northern Rocky Mountain Conifer Swamp,Tr Northern Rocky Mountain Conifer Swamp,Tree,Riparian,Spruce-Fir Forest and Woodland,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Open tree canopy,Evergreen open tree canopy,5378
Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tr Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,Conifer,Douglas-fir Forest and Woodland,SRM 109: Ponderosa Pine-Shrubland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,1057834
Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,31190636
Rocky Mountain Poor-Site Lodgepole Pine Forest,Tr Rocky Mountain Poor-Site Lodgepole Pine Forest,Tree,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,1005514
Northern Rocky Mountain Avalanche Chute Shrubland,Sh Northern Rocky Mountain Avalanche Chute Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,295499
Northern Rocky Mountain Subalpine Deciduous Shrubland,Sh Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,8285982
Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,Conifer,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,8051
North Pacific Alpine and Subalpine Dry Grassland,He North Pacific Alpine and Subalpine Dry Grassland,Herb,Grassland,Grassland,SRM 103: Green Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,709559
Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tr Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2314850
North Pacific Wooded Volcanic Flowage,Tr North Pacific Wooded Volcanic Flowage,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,597115
North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tr North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,Conifer,Western Hemlock-Silver Fir Forest,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,7506298
California Coastal Closed-Cone Conifer Forest and Woodland,Tr California Coastal Closed-Cone Conifer Forest and Woodland,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,153826
North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tr North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,1346442
Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,23549446
Recently Logged-Herb and Grass Cover,He Recently Logged-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 62: Recently Logged - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,30315788
Recently Logged-Shrub Cover,Sh Recently Logged-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7441428
Recently Logged-Tree Cover,Tr Recently Logged-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,20794318
Recently Burned-Herb and Grass Cover,He Recently Burned-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,14791134
Recently Burned-Shrub Cover,Sh Recently Burned-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 67: Recently Burned - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,9679878
Recently Burned-Tree Cover,Tr Recently Burned-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 68: Recently Burned - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,7096888
Recently Disturbed Other-Herb and Grass Cover,He Recently Disturbed-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 98: Recently Distrubed Other - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,508905
Recently Disturbed Other-Shrub Cover,Sh Recently Disturbed-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 99: Recently Disturbed Other - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,217295
Recently Disturbed Other-Tree Cover,Tr Recently Disturbed-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 100: Recently Disturbed Other - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1082071
Central Mixedgrass Prairie Shrubland,Sh Central Mixedgrass Prairie,Shrub,Shrubland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2976432
Mediterranean California Mesic Serpentine Chaparral,Tr Mediterranean California Mesic Serpentine Woodland and Chaparral,Shrub,Shrubland,Chaparral,SAF 248: Knobcone Pine,Shrub-dominated,Shrubland,Evergreen shrubland,76125
Laurentian-Acadian Northern Oak Forest,Tr Laurentian-Acadian Northern Oak Forest,Tree,Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6034928
Laurentian-Acadian Northern Pine-(Oak) Forest,Tr Laurentian-Acadian Northern Pine-Oak Forest,Tree,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,6143792
Laurentian-Acadian Hardwood Forest,Tr Laurentian-Acadian Hardwood Forest,Tree,Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,4402310
Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tree,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,15394330
Laurentian Oak Barrens,Tr Laurentian Oak Barrens,Tree,Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,423000
Laurentian Pine-Oak Barrens,Tr Laurentian Pine-Oak Barrens,Tree,Conifer-Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,225756
Southern Appalachian Grass Bald,Sh Southern Appalachian Grass and Shrub Bald,Herb,Grassland,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,16766
Northern Atlantic Coastal Plain Dune and Swale Grassland,Sh Northern Atlantic Coastal Plain Dune and Swale,Herb,Grassland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,118228
Atlantic Coastal Plain Peatland Pocosin and Canebrake Shrubland,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Shrub,Riparian,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,105954
Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrub,Shrubland,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,691428
Apacherian-Chihuahuan Semi-Desert Grassland,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Herb,Grassland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,19415356
Mediterranean California Lower Montane Black Oak Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,565984
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1019859
East Cascades Oak Forest and Woodland,Tr East Cascades Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Deciduous open tree canopy,30230
East Cascades Oak-Ponderosa Pine Forest and Woodland,Tr East Cascades Oak - Ponderosa Pine Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,26823
